Customer_ID,Name,Age,Gender,Account_Type,Account_Balance,Loan_Amount,Loan_Status,Credit_Score,Monthly_Income,Employment_Status,Transaction_Count,Phone,City,Late_Payments
461,Chetan Sharma,61,Female,Savings,27705.04585,200000,approved,,,Unemployed,78,-5882292786,Pune,5
462,Aditya Verma,45,Male,FD,51953.51711,200000,rejected,691.4797092,,Unemployed,160,7944367522,Pune,7
463,Sneha Desai,47,M,savings,47714.24089,0,Rejected,460.6925858,47581.79181,Self-Employed,18,3778917455,delhi,5
464,Karan Yadav,46,F,FD,46854.0515,300000,Rejected,605.9080813,40853.29785,salaried,126,-4237702348,Delhi,12
465,Ravi Desai,63,Male,Savings,47029.44895,0,Rejected,615.820831,26189.20014,Self-Employed,204,4328526636,Delhi,11
466,Sneha Nair,,Female,current,64727.7894,200000,approved,694.3328778,33301.64435,salaried,28,5016733060,Thane,13
467,Sneha Patil,23,M,current,17852.80686,0,approved,651.5841597,54179.86169,Unemployed,206,2643085865,Delhi,9
468,Neha Joshi,52,female,Savings,32004.24274,200000,Pending,551.6105862,43802.57376,Self-Employed,279,7783367325,Nagpur,2
469,Neha Joshi,77,Female,savings,49188.56347,100000,Rejected,581.0504812,35105.40386,Salaried,150,4686097744,Nagpur,3
470,Neha Sharma,58,Female,Savings,26426.73821,0,Pending,663.9076007,32147.8002,Self-Employed,239,6906262489,mumbai,0
471,Ravi Yadav,54,M,Loan,50922.28212,200000,Rejected,644.4652861,35919.30885,salaried,265,,Nagpur,12
472,Priya Sharma,41,Female,Current,48982.94958,100000,Pending,609.4613123,28858.8373,salaried,181,,Nagpur,7
473,Amit Patil,46,M,savings,21924.8671,50000,Pending,616.3416347,9743.005931,Self-Employed,104,,Thane,3
474,Aditya Joshi,66,Male,FD,20936.69707,100000,rejected,698.7317598,59506.13493,salaried,235,,Pune,5
475,Neha Desai,63,M,Loan,-2475.764711,0,Pending,613.7615199,36863.89999,Unemployed,172,,Nagpur,10
476,Ravi Yadav,,M,savings,25586.59901,200000,approved,643.8336129,39777.76718,Self-Employed,157,9248060628,mumbai,2
477,Sneha Patil,48,F,Savings,50286.46516,100000,Pending,801.8955612,,salaried,171,3516326607,Delhi,10
478,Aditya Verma,52,M,Savings,53123.75646,0,Rejected,550.3422154,26178.59839,Self-Employed,156,9473384910,Nagpur,11
479,Aditya Yadav,77,M,Savings,54037.99119,50000,Pending,520.3710088,32768.90623,Self-Employed,257,-6224854071,mumbai,10
480,Neha Sharma,50,female,Savings,34441.62375,300000,Approved,704.8512765,15807.26285,Salaried,163,4629316754,Thane,5
481,Neha Nair,69,Male,FD,49633.93032,200000,Rejected,602.4949857,62325.03798,Self-Employed,146,4063709598,delhi,11
482,Sakshi Verma,78,F,Loan,57944.89218,0,Approved,627.7233731,20185.85602,Salaried,153,9559903861,delhi,10
483,Ravi Rao,38,female,current,24639.28901,300000,Rejected,595.3190535,22616.40459,salaried,37,-1072062396,delhi,8
484,Ravi Rao,49,male,Current,52466.58149,100000,approved,631.8139901,29716.88955,Salaried,130,,Delhi,8
485,Chetan Yadav,40,Male,FD,63129.62424,300000,approved,761.8976678,50456.9087,Salaried,254,673622649,mumbai,9
486,Sneha Yadav,50,Male,FD,40184.5574,300000,approved,706.1489921,35174.10799,Salaried,207,5738408264,Nagpur,2
487,Neha Joshi,20,male,current,,50000,Approved,710.3556458,20166.37045,Unemployed,94,-4778721112,Pune,2
488,Sneha Patil,35,M,current,40651.31312,300000,rejected,550.8641061,50052.06033,Salaried,170,,Delhi,3
489,Neha Verma,42,female,Current,32798.7829,300000,Rejected,,,Self-Employed,249,9009543464,Delhi,11
490,Neha Verma,59,Female,Current,61136.82357,200000,approved,850,41461.21949,Salaried,189,8097112147,delhi,6
491,Amit Yadav,48,F,current,90665.87539,50000,Rejected,850,43588.81089,Self-Employed,198,-7969015619,Pune,2
492,Priya Verma,71,Female,Savings,51707.07238,0,Approved,716.969223,63732.34281,Salaried,220,6911270343,delhi,9
493,Ravi Verma,75,male,FD,62698.15608,100000,rejected,686.1862561,61221.13874,Unemployed,23,3173439064,Delhi,7
494,Sakshi Yadav,20,Male,savings,39825.65558,50000,Approved,634.4940716,26759.41588,salaried,243,-4177976685,Nagpur,10
495,Neha Sharma,57,Male,Current,25167.6756,50000,Rejected,648.4389801,54486.61991,Salaried,127,-4739711779,delhi,7
496,Ravi Verma,,F,Current,53325.31292,0,rejected,601.778012,39598.01828,Salaried,92,7423973750,delhi,5
497,Aditya Verma,41,Male,current,56487.99944,50000,rejected,664.3331218,40989.14979,Unemployed,299,8323231059,delhi,3
498,Aditya Sharma,67,Male,Loan,42841.77819,0,Approved,703.6114796,14692.75002,Salaried,132,4698434291,Delhi,10
499,Neha Verma,49,F,savings,62621.13036,100000,approved,536.8879249,32955.37082,Self-Employed,54,9458709112,Nagpur,11
500,Ravi Sharma,64,female,savings,36918.3998,300000,Rejected,670.9753381,25246.11692,Salaried,157,-1189985993,Pune,10
501,Amit Nair,39,female,Current,,200000,Pending,715.270441,44936.70578,Salaried,28,2361954958,Mumbai,4
502,Priya Rao,40,F,Savings,71212.85861,200000,Pending,620.9429798,47852.966,salaried,210,1638778425,Pune,11
503,Sneha Sharma,19,male,Loan,71306.95253,100000,Approved,699.0490428,10106.16379,salaried,153,,Nagpur,1
504,Karan Nair,44,Male,savings,37313.13788,100000,Rejected,847.0258111,34735.58163,Salaried,292,550380779,Thane,12
505,Sneha Desai,59,Male,Current,84377.00981,0,Rejected,642.6960045,48462.33806,Unemployed,221,8590747249,delhi,5
506,Amit Nair,19,male,savings,44257.86615,300000,Approved,677.5314935,32759.85245,salaried,114,-1220278457,Pune,2
507,Aditya Rao,43,female,Loan,51695.65729,100000,Rejected,598.3360041,43748.76374,Salaried,157,6172602059,Thane,14
508,Ravi Yadav,34,M,Loan,48306.94916,50000,approved,662.6875814,39213.98561,salaried,258,6772781365,Thane,5
509,Chetan Joshi,57,M,FD,60475.20435,200000,Approved,850,39099.92278,Salaried,250,2983174983,Nagpur,11
510,Neha Rao,50,M,current,55428.42988,0,approved,663.6389638,31744.22026,salaried,121,738578446,Nagpur,4
511,Ravi Joshi,26,female,current,55159.24323,200000,Rejected,578.6213276,20401.03035,salaried,298,-4809150800,delhi,13
512,Priya Sharma,60,female,Current,29608.76737,0,Approved,664.445324,21541.63823,Self-Employed,262,,Mumbai,1
513,Amit Verma,,male,Loan,16228.75366,200000,Rejected,752.3537157,43512.23017,Salaried,48,4843989497,mumbai,14
514,Sakshi Verma,65,Male,FD,72843.20057,0,Approved,681.4045035,35233.49907,Salaried,296,4555034267,Delhi,11
515,Neha Yadav,56,male,FD,39091.08002,300000,Rejected,717.3391032,33337.85306,Salaried,76,7799643434,Pune,12
516,Aditya Verma,46,male,savings,49019.33253,100000,approved,633.4091621,29913.31949,Salaried,126,6263296220,Nagpur,13
517,Ravi Patil,59,female,savings,56535.9782,300000,approved,702.4930168,31337.73385,salaried,196,7496730944,Pune,4
518,Chetan Rao,72,M,FD,82580.19207,100000,Rejected,669.5487487,47562.94153,Self-Employed,220,4430364239,mumbai,4
519,Ravi Patil,43,Female,savings,53227.15849,200000,Approved,583.4362489,30977.07102,Self-Employed,90,-7171431749,mumbai,13
520,Neha Patil,52,Male,Loan,42104.04874,0,Pending,672.2964703,18907.22344,Unemployed,7,8840913488,delhi,8
521,Amit Nair,67,female,Savings,39529.11237,0,approved,580.5812336,43923.82131,Salaried,31,1746839199,Thane,10
522,Amit Rao,42,M,Loan,49252.86318,0,approved,605.6983808,32541.48003,Unemployed,268,,delhi,7
523,Sakshi Patil,41,Female,FD,31812.70461,0,Pending,663.2529815,35376.75039,salaried,190,4047296180,Delhi,11
524,Sakshi Yadav,30,Female,FD,50577.51446,200000,Rejected,670.8070991,54290.93968,Unemployed,162,4600123434,Mumbai,11
525,Karan Sharma,77,female,Loan,48959.60623,100000,Approved,566.7537274,34753.27331,Salaried,60,9051840234,Pune,6
526,Chetan Nair,75,F,savings,82830.53897,200000,Rejected,723.779004,38470.20408,Self-Employed,263,1841019731,Delhi,14
527,Sakshi Yadav,24,Male,savings,48327.97723,0,rejected,690.0404395,20852.9181,Self-Employed,284,-2928834231,Mumbai,14
528,Sakshi Verma,74,Female,current,,50000,approved,600.6690095,32363.96657,Salaried,94,-4211016550,Pune,11
529,Neha Desai,53,female,FD,,50000,rejected,542.3690642,,salaried,40,6272530065,Delhi,12
530,Karan Patil,62,female,Current,69136.67462,0,approved,639.8566795,16335.51519,Salaried,148,,Nagpur,14
531,Amit Desai,37,M,current,91646.97488,100000,approved,618.78394,37410.14112,salaried,203,-7788922300,Pune,13
532,Aditya Desai,18,F,savings,26853.60026,300000,rejected,657.919832,36209.49287,Self-Employed,266,423553373,Delhi,2
533,Chetan Joshi,25,Male,Loan,45563.46437,0,rejected,624.5818337,35495.44947,salaried,1,1977534662,mumbai,9
534,Karan Rao,,male,savings,63488.02483,100000,Rejected,509.4780197,47445.90678,Salaried,177,2415287922,Mumbai,3
535,Aditya Joshi,33,M,Loan,60727.82745,0,rejected,622.8157143,,Salaried,193,2162321624,Delhi,5
536,Karan Joshi,31,Female,current,56138.75415,0,Rejected,628.6066622,52736.86278,Salaried,195,,Nagpur,2
537,Priya Desai,29,Female,FD,6007.78563,100000,Rejected,694.3562717,23076.92581,salaried,248,3855670093,delhi,10
538,Priya Joshi,68,M,savings,15751.21085,0,Rejected,601.1260228,36631.09481,salaried,211,,Pune,8
539,Aditya Patil,40,female,Loan,80350.40218,0,approved,767.5072271,36013.60144,salaried,152,5519740282,Pune,7
540,Sneha Rao,32,Female,FD,83906.59066,300000,approved,516.1851615,22168.94607,Self-Employed,157,1522899916,Pune,5
541,Neha Patil,45,F,Current,47866.97417,300000,rejected,741.7817248,46475.54003,Unemployed,138,7653437122,Nagpur,3
542,Ravi Verma,51,Male,Loan,77808.54949,100000,approved,634.297672,62896.07967,Unemployed,220,,Mumbai,6
543,Karan Rao,19,F,current,29535.44468,100000,rejected,710.1709411,34795.92711,Salaried,272,4092347256,Pune,12
544,Karan Patil,49,Female,Current,34111.47893,0,approved,655.5861039,41060.25306,Self-Employed,153,7392167218,Mumbai,14
545,Chetan Sharma,40,male,Current,27954.39356,0,Approved,729.7688875,36014.22171,salaried,248,,Delhi,10
546,Aditya Nair,39,Male,Savings,33001.60909,50000,Approved,622.8846625,26436.98396,Salaried,278,,mumbai,2
547,Sneha Rao,68,Male,savings,64453.92019,0,rejected,573.0965702,13150.87667,Self-Employed,275,3802024864,mumbai,9
548,Neha Verma,42,M,Loan,32752.95254,0,approved,749.4353001,26530.7182,Salaried,1,1174925738,Mumbai,14
549,Ravi Rao,75,M,Current,94794.8608,100000,approved,,18296.49943,Self-Employed,87,3073201531,Mumbai,7
550,Aditya Nair,79,male,Savings,59201.41213,0,Rejected,665.5090932,55449.22494,Self-Employed,286,6145907825,mumbai,0
551,Sneha Joshi,78,female,current,71690.54093,200000,Pending,736.432634,33618.68367,Unemployed,129,-9669449496,Pune,2
552,Priya Joshi,39,Male,FD,59798.81166,0,rejected,577.7631331,30848.96805,Salaried,77,-9448600140,Thane,10
553,Sneha Yadav,75,male,Loan,74285.39301,200000,Pending,691.6843628,45669.8459,salaried,259,7076431007,Thane,4
554,Chetan Patil,75,M,Current,32640.00001,300000,Pending,608.707367,21538.98677,Unemployed,240,8167376799,Nagpur,4
555,Neha Yadav,39,M,savings,78938.67076,50000,rejected,640.7481451,,Unemployed,140,-5131169755,delhi,9
556,Neha Desai,66,Male,Savings,52818.77771,100000,approved,655.0595276,35816.86723,salaried,227,7486050556,mumbai,13
557,Ravi Patil,69,F,Current,74185.32222,0,rejected,544.9844697,47345.2279,Self-Employed,162,2431143570,mumbai,1
558,Amit Rao,59,Female,savings,21208.71893,200000,Pending,595.481407,41020.22054,salaried,235,9556764056,Nagpur,9
559,Neha Nair,23,M,Current,53611.66413,200000,approved,744.5751025,37979.90171,Salaried,127,9427392679,Thane,7
560,Amit Yadav,,female,Loan,52904.77434,300000,Approved,712.0333832,35937.41282,salaried,199,7168750689,Delhi,4
561,Amit Nair,71,female,Loan,37615.2707,200000,rejected,645.6152296,,Self-Employed,30,2719913071,Pune,6
562,Chetan Desai,60,M,Loan,56262.37659,0,rejected,667.0186421,37419.83486,salaried,137,9622815002,Pune,14
563,Sneha Yadav,77,F,current,,0,approved,629.4030246,22640.3327,Self-Employed,20,315904010,Delhi,6
564,Amit Rao,54,F,current,36076.95282,50000,Approved,744.960837,35552.95066,Self-Employed,233,,Delhi,13
565,Sakshi Sharma,,male,Savings,69237.08712,300000,Approved,635.9753196,22115.73609,Salaried,201,3436246771,Thane,4
566,Neha Desai,25,female,Loan,27451.53888,300000,approved,666.2289464,35972.99051,salaried,278,2941214297,Nagpur,7
567,Neha Verma,70,male,savings,92188.89189,0,Rejected,730.2221101,29232.2247,salaried,130,3291201266,Delhi,8
568,Ravi Rao,77,female,Current,65692.00637,0,rejected,595.5839961,65472.57947,Salaried,147,5508023723,Nagpur,3
569,Karan Nair,61,Female,FD,84502.34665,0,rejected,,34521.26739,Self-Employed,28,806392762,delhi,3
570,Neha Nair,61,Female,savings,63441.21038,0,Pending,542.8677013,18149.1252,salaried,161,-1880519278,Mumbai,7
571,Priya Joshi,22,Male,current,57812.26355,100000,approved,764.0749492,33389.83747,Salaried,60,7149097570,Pune,0
572,Sneha Nair,56,male,current,65858.65881,100000,Pending,623.9127091,41232.30495,Self-Employed,124,6453026812,Thane,14
573,Amit Joshi,21,M,savings,47271.05073,100000,Pending,633.0110877,55080.36735,Salaried,70,8939510454,Pune,3
574,Amit Patil,23,male,current,17643.32189,0,Approved,517.699288,27926.5712,salaried,242,7445264021,Thane,5
575,Neha Joshi,62,M,Loan,58947.98693,0,rejected,618.1643698,16010.86431,Salaried,248,,Mumbai,12
576,Neha Rao,49,F,Savings,34889.93331,0,Pending,577.2135428,44802.04414,Unemployed,220,1576298843,Pune,3
577,Ravi Rao,69,male,Current,,50000,Approved,607.4647558,,Self-Employed,20,1488310728,Mumbai,5
578,Chetan Desai,47,F,Savings,62725.86337,100000,approved,640.3882324,29766.1347,Unemployed,81,5085980099,Thane,4
579,Priya Sharma,64,Female,Current,44417.8305,100000,Pending,717.045413,31908.55417,Unemployed,9,,Delhi,13
580,Sneha Verma,52,Female,Current,70554.08813,300000,rejected,664.5322346,34164.39856,Self-Employed,11,7559953172,delhi,8
581,Sneha Patil,72,Male,Savings,34221.18462,0,Pending,671.5373657,43269.97348,Self-Employed,262,-3462343665,Pune,9
582,Amit Sharma,57,male,savings,40583.42047,0,approved,,26796.38861,Salaried,144,,Mumbai,8
583,Priya Verma,69,F,Current,73005.92053,0,Pending,588.3472137,31715.24897,Self-Employed,191,,mumbai,3
584,Priya Yadav,33,M,Savings,55596.85322,0,rejected,775.9107513,34828.75576,Unemployed,249,-3451543177,Pune,12
585,Amit Desai,30,Female,Current,20453.43918,100000,Approved,598.5359276,36795.17549,Unemployed,113,6146905068,Pune,13
586,Neha Nair,67,Female,FD,55155.21766,0,rejected,765.9345776,36173.9261,salaried,25,8034874268,Pune,3
587,Aditya Joshi,77,M,savings,79624.77097,0,Approved,632.9857161,40232.0693,Self-Employed,270,,Nagpur,11
588,Sneha Sharma,59,F,Loan,40428.45111,50000,Rejected,650.1601555,45126.07412,Unemployed,32,-4959324514,Mumbai,7
589,Sakshi Verma,47,F,Current,61961.15393,0,rejected,724.9255612,39711.60939,salaried,61,7908438234,Mumbai,9
590,Chetan Nair,36,male,FD,33012.2617,300000,rejected,739.0324695,40443.02628,salaried,228,-4873299412,Pune,14
591,Aditya Rao,34,male,Loan,47264.3345,0,approved,642.2431208,,Salaried,94,1061595365,Delhi,3
592,Neha Sharma,73,female,Loan,71796.71073,200000,Pending,,35602.73239,Unemployed,34,8187503124,Pune,1
593,Aditya Desai,36,female,Current,54384.63336,0,Approved,646.0855686,40754.09058,Salaried,192,4750541447,Nagpur,12
594,Ravi Nair,45,Male,Savings,75785.39725,300000,Approved,673.657027,43747.29433,Unemployed,75,361762901,Thane,12
595,Chetan Sharma,75,Female,Current,58506.04808,50000,approved,712.3912581,26691.79071,Salaried,248,6642238485,Nagpur,13
596,Ravi Sharma,72,male,FD,94374.79354,100000,approved,650.2960901,27091.5287,Salaried,82,701127115,Delhi,14
597,Ravi Patil,43,F,Loan,18701.73262,300000,Pending,693.3220409,28110.7919,Self-Employed,24,-8943043621,Pune,1
598,Karan Verma,54,M,Current,45656.133,0,Pending,764.6851813,41436.9668,Salaried,56,,Mumbai,0
599,Sneha Verma,43,F,Savings,28309.32413,100000,rejected,676.6916729,47406.57266,Self-Employed,31,,delhi,4
600,Sakshi Joshi,70,Female,Current,29675.01651,0,Rejected,,30110.47871,salaried,11,2628356206,mumbai,14
601,Sneha Desai,79,female,savings,29856.32612,100000,Pending,543.6762422,45895.54776,Unemployed,91,8385779195,Pune,5
602,Chetan Desai,40,F,Savings,53354.51644,50000,approved,465.8488904,36481.75771,salaried,0,9170123232,Delhi,8
603,Karan Nair,26,Male,FD,54526.0187,0,Pending,677.186301,33508.57067,Unemployed,135,-7049904495,Mumbai,4
604,Ravi Nair,29,Female,Loan,58549.1185,50000,Approved,643.3623038,32463.38924,salaried,195,,Nagpur,12
605,Sneha Joshi,70,female,Current,27538.7888,200000,Rejected,613.9652128,43959.33638,Unemployed,132,7155980842,Thane,5
606,Sakshi Patil,18,M,Savings,43515.50362,0,rejected,667.0471143,38906.9338,Salaried,85,,Thane,5
607,Priya Desai,75,female,savings,30714.1072,0,Approved,645.771739,62309.90513,Unemployed,294,2073008502,delhi,2
608,Priya Rao,75,Male,Savings,68717.63113,50000,Approved,728.9446175,24773.30428,Unemployed,278,-6326434511,Pune,11
609,Sakshi Patil,18,Female,current,32594.649,200000,Rejected,656.0277608,41217.22042,salaried,179,-9602503963,Nagpur,3
610,Sakshi Verma,64,M,savings,45725.75696,0,rejected,597.71537,28649.58788,salaried,3,6291674862,delhi,0
611,Aditya Sharma,51,Male,FD,61206.12883,200000,approved,719.3116367,24568.55616,salaried,125,9936918096,mumbai,3
612,Karan Sharma,49,female,Loan,37687.42651,0,rejected,634.8008248,34869.59436,Self-Employed,174,,mumbai,0
613,Sneha Patil,,Male,FD,63877.5689,0,Pending,686.8575679,36648.22975,Self-Employed,250,7699716374,delhi,14
614,Sakshi Desai,71,Female,Current,81921.59471,100000,Approved,616.5812506,70018.08266,Unemployed,20,-201631660,Delhi,4
615,Sneha Rao,65,male,Savings,53794.23457,0,Pending,604.512118,32790.25021,Unemployed,104,8801658943,Thane,10
616,Chetan Nair,42,Male,current,68032.21829,0,approved,,21437.85525,Salaried,65,9280443894,Nagpur,10
617,Sakshi Nair,57,Male,savings,8531.582221,300000,Pending,650.898005,38276.12861,Salaried,262,1936690065,Pune,7
618,Amit Yadav,62,female,savings,41418.96146,200000,rejected,683.5878925,10104.31955,Unemployed,48,9960220659,Mumbai,7
619,Sneha Nair,70,female,Savings,53698.01634,0,Pending,631.1947973,33896.51861,Self-Employed,15,8441988212,Pune,4
620,Chetan Verma,18,M,current,28940.69843,300000,approved,521.4548151,35192.30339,Unemployed,144,5266440809,Pune,13
621,Neha Nair,33,female,Savings,54152.98671,0,approved,619.7058281,44535.2046,Salaried,249,9591458960,Nagpur,9
622,Chetan Rao,78,F,Current,508073.2652,100000,approved,705.5672927,46683.46699,Self-Employed,74,-4475360000,Thane,1
623,Neha Patil,56,Female,FD,,50000,rejected,629.1836745,28957.16457,Self-Employed,289,4885792381,Nagpur,11
624,Sneha Nair,22,Female,savings,26218.54268,100000,approved,,33192.63182,Salaried,281,,Mumbai,5
625,Aditya Verma,39,male,Current,53696.26542,300000,Approved,719.0463554,25806.55003,Unemployed,65,,delhi,0
626,Priya Joshi,46,male,FD,59208.39459,0,approved,600.1618741,21463.24934,salaried,124,1717847411,Nagpur,6
627,Priya Sharma,72,Female,Current,64761.6075,0,Pending,542.0037747,38718.73735,Unemployed,86,9506167881,Delhi,10
628,Chetan Joshi,20,male,current,52217.78958,300000,Pending,638.7558216,19716.97342,Unemployed,40,6225099788,Pune,3
629,Ravi Verma,29,M,savings,,0,Pending,850,30024.47719,Salaried,185,973205196,Thane,4
630,Aditya Sharma,43,female,Savings,68069.61417,0,rejected,582.3627576,23057.91248,Self-Employed,265,-2822757741,mumbai,5
631,Amit Verma,33,Female,Savings,41710.83796,200000,Pending,637.7235081,41596.19824,Salaried,270,6955819916,Mumbai,10
632,Sneha Sharma,68,male,FD,37828.27828,0,rejected,684.4053953,56617.16119,Unemployed,41,-5964273189,mumbai,0
633,Karan Verma,54,Female,Loan,46629.86738,200000,rejected,649.3498007,19380.94421,salaried,92,,Pune,8
634,Priya Nair,39,F,current,53989.75885,0,approved,850,12763.77821,salaried,184,,Nagpur,9
635,Neha Verma,74,Male,FD,36834.53114,0,Approved,776.9385389,33501.35738,salaried,214,9140916233,mumbai,3
636,Ravi Sharma,46,female,Loan,42124.85367,300000,approved,625.9984797,35188.37355,Salaried,16,,Delhi,7
637,Amit Rao,31,Female,Current,57954.03541,50000,approved,669.4844044,37623.91168,Self-Employed,264,9491196633,Nagpur,4
638,Neha Yadav,,Male,current,53155.01562,0,rejected,614.3550646,29644.15382,Salaried,113,-3276966889,Pune,10
639,Chetan Verma,22,male,Current,46293.25754,300000,rejected,590.7548196,32592.32841,salaried,291,2567741572,mumbai,7
640,Sakshi Rao,64,Male,savings,15178.6138,50000,Pending,609.0564643,39410.12493,Unemployed,291,2110006403,delhi,14
641,Karan Patil,66,female,current,49929.84016,200000,Pending,616.4869,47485.17071,Self-Employed,47,8228980506,Mumbai,0
642,Sneha Nair,47,Female,Loan,30599.92065,200000,approved,675.1633058,11539.41476,Salaried,96,5904821518,mumbai,7
643,Sakshi Yadav,63,F,savings,69661.6541,0,Rejected,814.4353051,30572.72673,Salaried,94,429371676,delhi,10
644,Amit Rao,79,male,Savings,43825.57693,300000,Rejected,599.8769595,37565.70553,Self-Employed,73,6911237205,delhi,12
645,Amit Joshi,69,Female,Loan,30075.35888,0,Pending,,23984.28674,Self-Employed,67,-9087920645,mumbai,10
646,Priya Joshi,22,female,FD,48769.13452,100000,Rejected,645.5813891,55774.03558,Unemployed,245,-973852876,Thane,3
647,Aditya Sharma,29,male,Savings,75413.9917,200000,Pending,677.7059194,27375.08144,Self-Employed,76,9501533659,mumbai,1
648,Amit Desai,33,M,Savings,62616.31698,200000,rejected,668.4485568,34504.48776,Unemployed,207,,Pune,10
649,Neha Desai,43,Male,FD,54398.34301,0,approved,739.8867056,41672.26516,salaried,253,2627682569,delhi,5
650,Neha Joshi,,female,current,23478.09882,50000,Approved,480.1525551,27904.58253,salaried,220,5909193627,Mumbai,1
651,Chetan Yadav,65,M,Savings,82432.002,0,approved,482.9149091,12841.12343,Salaried,261,21343863,Pune,4
652,Priya Verma,38,Female,Loan,37567.45652,0,Pending,615.288528,29856.14568,salaried,258,2095592399,Delhi,1
653,Priya Joshi,56,F,savings,68675.67826,300000,Pending,726.8110131,47353.28667,salaried,73,-5280245226,Nagpur,2
654,Karan Patil,53,male,Savings,43492.74243,0,approved,540.4046378,30957.25848,Unemployed,124,-8547313026,mumbai,10
655,Chetan Desai,50,Male,Loan,66750.15745,0,Pending,439.4657362,24842.78838,Salaried,187,9705817278,Thane,5
656,Neha Sharma,79,male,Current,76137.48192,300000,Rejected,689.9825584,46108.06651,Self-Employed,253,-9697692302,Mumbai,0
657,Karan Rao,47,Female,Loan,62962.7454,50000,Rejected,667.0560057,31030.70125,Salaried,234,1108280969,Thane,5
658,Sakshi Rao,,male,savings,65117.0992,200000,Pending,,28878.07024,salaried,249,919782539,Thane,2
659,Aditya Verma,40,Male,Loan,48031.22028,50000,Pending,581.0122279,,Self-Employed,71,-7569662348,Thane,6
660,Aditya Nair,75,Female,FD,41320.67716,200000,Rejected,582.1179396,44249.00252,Salaried,234,3271957765,mumbai,1
661,Neha Verma,27,male,savings,52765.9738,200000,Pending,657.7374722,63580.56238,Salaried,155,4422422791,Mumbai,13
662,Aditya Rao,71,F,current,43201.70988,0,Pending,606.1579307,44926.83329,Salaried,114,3332019657,Mumbai,5
663,Chetan Patil,22,female,Current,,50000,approved,684.5844743,48918.0796,Salaried,227,4285832448,delhi,7
664,Sakshi Nair,53,Female,FD,30152.83427,0,Approved,450.1761336,28928.40561,Unemployed,244,8761968983,Thane,14
665,Chetan Nair,51,female,current,70041.70433,200000,Rejected,,22689.58273,Salaried,13,8395059686,delhi,14
666,Amit Nair,69,Female,Loan,60343.93669,100000,approved,571.1762227,35747.9762,salaried,15,1303669764,delhi,14
667,Ravi Desai,48,F,savings,54597.44416,100000,Approved,632.0561525,36286.03898,salaried,41,6924118001,Nagpur,0
668,Ravi Verma,27,female,Current,79597.722,0,Pending,612.3366569,22057.8471,Unemployed,109,8206260233,mumbai,10
669,Neha Joshi,75,M,FD,55967.54905,100000,Pending,705.8490646,32896.46564,Self-Employed,277,-4506929873,mumbai,10
670,Priya Verma,36,Male,current,37301.86161,0,approved,519.846426,39791.81122,Self-Employed,18,9816472637,Pune,12
671,Chetan Rao,75,M,current,55834.60755,200000,Pending,653.1844033,39324.72074,salaried,65,,delhi,8
672,Karan Patil,49,male,Current,46336.43462,0,rejected,689.0835496,41051.45424,salaried,166,1836192592,mumbai,4
673,Chetan Nair,18,F,Loan,60065.69338,50000,approved,779.9653206,38491.57676,Unemployed,72,6635606491,Thane,4
674,Chetan Verma,73,M,Current,66261.47263,200000,Approved,616.276382,28915.89609,Self-Employed,111,,Delhi,12
675,Chetan Nair,22,Female,current,32818.24115,0,approved,672.7121023,28833.19248,Self-Employed,273,6962016339,Thane,11
676,Amit Joshi,62,male,Savings,73906.72236,0,Rejected,523.7296045,20612.58322,Salaried,84,2833844652,Mumbai,4
677,Sakshi Rao,21,male,FD,44902.0031,50000,approved,482.5630657,56417.30047,Salaried,138,7455630342,mumbai,5
678,Amit Verma,33,M,Current,58872.27845,0,Pending,709.1342063,,Salaried,38,8733954703,mumbai,1
679,Chetan Patil,41,M,current,62340.60341,200000,Pending,649.6107794,32301.76333,Unemployed,104,718503401,Pune,5
680,Neha Desai,33,F,Loan,57347.77381,50000,rejected,732.4958883,23854.49502,salaried,280,,delhi,13
681,Ravi Desai,72,Male,current,47817.82965,100000,rejected,553.8617978,70227.89483,Unemployed,122,856242898,Delhi,10
682,Karan Patil,19,M,Loan,40228.04836,0,rejected,686.3931498,22120.06361,Self-Employed,217,-8471169725,mumbai,3
683,Karan Sharma,66,M,Current,44620.10985,200000,Approved,780.8172488,29853.82489,salaried,60,9707069896,Pune,7
684,Priya Verma,45,female,Loan,81303.43865,0,rejected,679.3793926,,Salaried,99,-4981419813,Pune,12
685,Ravi Sharma,,Female,savings,32682.67126,50000,Approved,669.3607054,42202.55559,Unemployed,203,7888289968,Delhi,10
686,Neha Verma,44,female,savings,35615.13324,50000,rejected,650.5989257,46495.18466,Unemployed,257,5891475855,Thane,8
687,Neha Desai,37,female,savings,34737.02354,300000,Approved,540.038298,56691.30209,Salaried,4,8402052240,Thane,8
688,Ravi Sharma,41,male,Savings,52715.0776,200000,approved,744.8901055,41073.89187,Unemployed,196,4934113758,Thane,7
689,Sneha Patil,29,Male,Current,19505.891,200000,approved,607.2399652,22327.6304,Salaried,179,7491750868,Nagpur,2
690,Chetan Patil,67,Female,current,22928.80288,0,Pending,685.3138279,31916.6585,Self-Employed,132,3848388261,delhi,9
691,Karan Nair,52,F,current,44780.90334,300000,Approved,540.5875985,38693.98847,salaried,252,-1386514006,delhi,10
692,Sakshi Desai,77,F,Savings,24244.49109,100000,Rejected,567.4378235,59818.7125,Self-Employed,264,528356132,Thane,10
